City,Latitude,Longitude,Max Temperature,Humidity,Cloud Cover,Wind Speed,Country,Date Time
Atbasar,51.8,68.3333,13.14,94,100,7.81,KZ,1615327700
Forsytheganj,52.6333,29.7333,15.4,93,64,2.06,BY,1615327701
Morant Bay,17.8815,-76.4093,84.0,73,75,21.85,JM,1615327701
Matagalpa,12.9256,-85.9175,73.4,73,75,9.22,NI,1615327701
Vitim,59.4511,112.5578,12.29,93,85,12.21,RU,1615327702
Changli,39.7042,119.1506,41.59,67,60,3.06,CN,1615327528
Cam Ranh,11.9214,109.1591,77.0,73,0,6.91,VN,1615327702
Karratha,-20.7377,116.8463,79.12,78,0,11.61,AU,1615327702
Peştişu Mic,45.8,22.8833,35.58,80,100,1.74,RO,1615327703
Charlestown,-32.95,151.6667,75.99,85,77,7.94,AU,1615327703
Kieta,-6.2167,155.6333,82.6,65,13,0.6,PG,1615327704
Pangnirtung,66.1451,-65.7125,10.4,85,75,13.8,CA,1615327704
Hammerfest,70.6634,23.6821,19.4,63,0,10.36,NO,1615327704
Buriti,-22.9302,-45.3881,80.6,65,40,2.3,BR,1615327704
Darhan,49.4867,105.9228,24.19,94,23,3.44,MN,1615327705
Maningrida,-12.0667,134.2667,79.97,83,15,3.69,AU,1615327705
Crixás,-14.5489,-49.9692,73.06,88,40,3.27,BR,1615327705
Faya,18.3851,42.4509,64.4,67,0,2.55,SA,1615327706
Coari,-4.085,-63.1414,76.86,94,96,2.46,BR,1615327706
Longyan,25.1072,117.0225,61.21,86,100,2.21,CN,1615327516
Atambua,-9.1061,124.8925,73.04,86,89,3.13,ID,1615327707
Yulara,-25.2406,130.9889,75.2,41,0,8.05,AU,1615327707
Kamenka,51.3223,42.7678,1.17,94,28,8.32,RU,1615327707
Atasū,48.6814,71.6433,32.31,96,100,13.69,KZ,1615327707
Inhambane,-23.865,35.3833,74.48,79,0,9.31,MZ,1615327708
Ponte San Nicolò,45.3705,11.9211,46.0,75,79,1.01,IT,1615327708
Saint Anthony,45.0205,-93.218,63.0,48,1,21.85,US,1615327708
Njombe,-9.3333,34.7667,55.87,95,96,3.11,TZ,1615327709
Leshan,29.5623,103.7639,55.72,76,100,2.28,CN,1615327709
Puerto Limón,10.0,-83.0333,82.4,69,75,3.44,CR,1615327709
Catuday,16.2923,119.8062,75.4,75,0,12.57,PH,1615327710
Māngrol,21.1167,70.1167,72.95,80,0,9.28,IN,1615327710
Ixtapa,20.7,-105.2,78.8,65,75,11.5,MX,1615327710
Chirnogi,44.1167,26.5667,39.0,80,100,1.99,RO,1615327711
Hauterive,46.0901,3.4459,42.8,56,90,1.14,FR,1615327711
Constitución,-35.3333,-72.4167,64.35,57,78,10.31,CL,1615327711
Gorgan,36.8387,54.4348,50.0,81,90,1.88,IR,1615327578
Batagay,67.6333,134.6333,-7.51,86,99,5.39,RU,1615327712
Jorochito,-18.05,-63.4333,84.2,61,75,6.91,BO,1615327712
Goderich,43.7501,-81.7165,44.6,61,51,9.22,CA,1615327685
Candolim,15.5181,73.7626,80.6,89,20,3.44,IN,1615327713
Jumla,29.2747,82.1838,39.34,63,0,3.33,NP,1615327713
Katherine,-14.4667,132.2667,77.0,94,75,3.44,AU,1615327713
Yar-Sale,66.8333,70.8333,-21.55,87,97,8.28,RU,1615327713
Mackenzie,55.2999,-123.1698,33.8,55,1,2.3,CA,1615327714
Okhotsk,59.3833,143.3,-9.09,84,0,3.31,RU,1615327714
Sri Aman,1.2376,111.4621,73.4,100,100,2.3,MY,1615327715
Port Hardy,50.6996,-127.4199,48.2,66,40,12.66,CA,1615327715
Ambanja,-13.6833,48.45,74.68,87,100,3.58,MG,1615327715
Stykkisholmur,65.0757,-22.7297,33.44,90,96,18.63,IS,1615327716
Eureka,40.8021,-124.1637,52.0,72,81,8.01,US,1615327716
Ancud,-41.8697,-73.8203,62.01,100,90,18.41,CL,1615327716
Khilok,51.3674,110.4676,20.44,95,48,7.45,RU,1615327717
Bogovarovo,58.9785,47.0246,-13.54,88,72,7.07,RU,1615327717
Kirakira,-10.4544,161.9205,82.78,72,100,1.63,SB,1615327717
San Miguel de Cozumel,20.5083,-86.9458,79.0,57,40,13.8,MX,1615327717
Kushmurun,52.4503,64.6311,19.58,97,100,9.98,KZ,1615327718
Tilichiki,60.4667,166.1,-16.78,88,39,5.84,RU,1615327718
Samarai,-10.6167,150.6667,82.51,73,73,8.99,PG,1615327718
Soma,39.1855,27.6094,50.0,81,0,3.44,TR,1615327719
Piranshahr,36.701,45.1413,35.51,83,55,6.6,IR,1615327719
Nioro,13.35,-15.75,82.72,15,0,9.01,GM,1615327719
Bairiki Village,1.3292,172.9752,84.2,74,20,10.36,KI,1615327720
Oussouye,12.485,-16.5469,80.6,83,0,4.61,SN,1615327720
Kununurra,-15.7667,128.7333,77.0,94,40,4.61,AU,1615327720
Kangaatsiaq,68.3065,-53.4641,11.61,93,99,9.15,GL,1615327574
Arrondissement de Rennes,48.1667,-1.6667,39.2,81,82,5.75,FR,1615327721
Alyangula,-13.8483,136.4192,77.0,100,73,2.3,AU,1615327721
Makkah al Mukarramah,21.4267,39.8261,76.55,53,35,2.37,SA,1615327721
Scottsbluff,41.8666,-103.6672,62.6,25,1,17.27,US,1615327722
Nakanojōmachi,36.5833,138.85,37.99,84,47,1.01,JP,1615327722
Kyzyl-Suu,42.3414,78.0056,37.22,69,60,10.42,KG,1615327722
Coyah,9.75,-13.4167,80.6,78,10,13.8,GN,1615327723
Maragogi,-9.0122,-35.2225,79.45,82,26,9.73,BR,1615327723
Muros,42.7762,-9.0603,45.0,78,85,4.18,ES,1615327723
Bull Savanna,17.8868,-77.5902,78.75,66,84,6.44,JM,1615327724
Phetchaburi,12.9667,99.5833,78.01,93,6,2.93,TH,1615327724
Marabu,4.4148,114.0089,73.4,100,40,5.75,MY,1615327724
São Sebastião,-23.76,-45.4097,75.0,83,65,8.79,BR,1615327725
Bloemfontein,-29.1211,26.214,60.85,29,10,7.76,ZA,1615327725
Colares,38.7992,-9.4469,53.01,82,91,14.67,PT,1615327725
Trairi,-3.2778,-39.2689,79.79,80,50,9.48,BR,1615327726
Sovetskoye,52.2861,85.4131,17.4,94,67,3.76,RU,1615327726
Cleethorpes,53.5605,-0.0323,46.99,81,40,12.66,GB,1615327726
La Ronge,55.1001,-105.2842,26.6,31,100,6.91,CA,1615327727
Veles,41.7156,21.7756,42.8,81,90,4.79,MK,1615327609
Comodoro Rivadavia,-45.8667,-67.5,93.2,15,0,21.85,AR,1615327431
Praia da Vitória,38.7333,-27.0667,62.6,82,75,7.47,PT,1615327727
San Pedro de Macorís,18.4616,-69.2972,78.8,94,75,4.61,DO,1615327728
Kargasok,59.0556,80.8572,16.03,97,98,9.95,RU,1615327728
Ballina,-28.8667,153.5667,71.6,83,68,6.91,AU,1615327728
Wanaka,-44.7,169.15,56.32,68,85,2.86,NZ,1615327729
Qaqortoq,60.7167,-46.0333,23.0,63,90,5.75,GL,1615327729
Mackay,-21.15,149.2,78.01,88,0,3.44,AU,1615327729
Bubaque,11.2833,-15.8333,77.83,67,0,14.09,GW,1615327730
Tsubata,36.6667,136.7333,48.99,64,59,11.99,JP,1615327730
Itarema,-2.9248,-39.9167,80.04,80,100,12.39,BR,1615327730
Kalmar,56.6616,16.3616,32.0,93,90,4.61,SE,1615327731
Divo,5.8397,-5.36,75.45,94,100,4.03,CI,1615327731
Barra de Tecoanapa,16.5167,-98.75,83.84,63,23,12.17,MX,1615327731
Pāsighāt,28.0667,95.3333,67.39,51,74,2.21,IN,1615327699
Ambulu,-8.345,113.6058,74.68,84,35,2.82,ID,1615327732
Tabou,4.423,-7.3528,79.34,87,100,7.07,CI,1615327732
Ituiutaba,-18.9689,-49.465,73.11,82,53,1.14,BR,1615327732
Barinas,8.6226,-70.2075,88.79,45,80,6.91,VE,1615327733
Santo Tomas,14.1079,121.1414,77.0,78,20,9.22,PH,1615327733
Catia La Mar,10.6038,-67.0303,78.8,83,40,5.75,VE,1615327733
Batemans Bay,-35.7167,150.1833,62.01,93,100,4.0,AU,1615327734
Wencheng,33.0559,113.7978,42.48,93,7,3.02,CN,1615327734
Pingliang,35.5392,106.6861,40.96,77,100,4.52,CN,1615327734
Narasannapeta,18.4167,84.05,71.38,89,0,4.32,IN,1615327735
Soyo,-6.1349,12.3689,79.99,84,96,8.97,AO,1615327735
Atar,20.5169,-13.0499,67.41,31,98,11.21,MR,1615327735
Sawākin,19.1059,37.3321,75.79,80,30,8.63,SD,1615327736
Plastun,44.7561,136.2939,24.82,85,0,16.67,RU,1615327736
Sainte-Marie,-20.8968,55.5496,73.4,83,75,3.44,RE,1615327736
Naryan-Mar,67.6713,53.087,-3.32,92,100,7.54,RU,1615327737
Kiama,-34.6833,150.8667,66.99,91,98,1.99,AU,1615327711
Kaitangata,-46.2817,169.8464,54.16,80,100,8.88,NZ,1615327737
Santa Isabel Rio Negro,-0.4139,-65.0192,79.3,92,75,1.43,BR,1615327737
Barmstedt,53.7833,9.7667,37.4,75,75,2.3,DE,1615327738
Panguipulli,-39.6333,-72.3333,71.6,60,75,5.75,CL,1615327738
Lamu,-2.2717,40.902,77.76,86,72,10.96,KE,1615327738
Hasaki,35.7333,140.8333,42.8,100,75,2.3,JP,1615327739
Mayor Pablo Lagerenza,-19.9309,-60.7718,89.74,33,4,4.54,PY,1615327739
Concepción,-36.827,-73.0498,64.4,72,0,8.05,CL,1615327539
Diego de Almagro,-26.3667,-70.05,74.91,39,0,9.17,CL,1615327739
Aliwal North,-30.6937,26.7114,60.84,31,5,7.67,ZA,1615327740
Masvingo,-20.0637,30.8277,62.91,72,0,4.16,ZW,1615327740
Laas,46.6166,10.7002,44.6,59,0,8.05,IT,1615327740
Constantine,36.365,6.6147,48.2,81,75,6.91,DZ,1615327741
Wyndham,37.6985,-77.6125,69.8,17,1,8.05,US,1615327741
Marquette,46.5333,-87.6335,46.4,53,1,17.27,US,1615327741
Lebu,-37.6167,-73.65,63.16,73,100,2.19,CL,1615327742
Arlit,18.7369,7.3853,81.52,14,4,3.78,NE,1615327742
Ābdānān,32.9926,47.4198,50.47,53,25,7.45,IR,1615327742
Chui,-33.6971,-53.4616,67.32,87,18,8.72,UY,1615327742
Bowmore,34.9421,-79.3031,71.6,16,1,8.05,US,1615327743
Launceston,-41.45,147.1667,53.01,66,90,5.75,AU,1615327743
Osa,57.2829,55.4567,3.06,93,100,7.7,RU,1615327743
Palmital,-22.7889,-50.2175,71.46,88,18,5.21,BR,1615327744
Vasto,42.1243,14.7059,41.0,97,100,5.99,IT,1615327744
Duluth,46.7833,-92.1066,60.8,47,20,14.97,US,1615327744
Bermeo,43.4209,-2.7215,39.99,87,0,3.44,ES,1615327567
Warrington,53.3925,-2.5802,48.2,71,75,14.97,GB,1615327745
Kananga,-5.8958,22.4178,69.03,93,25,3.36,CD,1615327745
Jalu,29.0331,21.5482,64.26,61,31,11.41,LY,1615327745
Oranjestad,12.524,-70.027,80.6,74,40,19.57,AW,1615327477
Toba,34.4833,136.85,50.0,71,20,26.46,JP,1615327746
Bayshore Gardens,27.4253,-82.5904,75.99,38,75,13.8,US,1615327626
Aswān,24.0934,32.907,68.63,34,0,5.64,EG,1615327746
Yarmouth,41.7057,-70.2286,55.4,33,1,4.61,US,1615327747
Hirado,33.3597,129.5531,42.8,93,0,3.44,JP,1615327747
Pisco,-13.7,-76.2167,78.01,83,0,5.75,PE,1615327689
Elizabeth City,36.2946,-76.2511,66.2,24,1,6.91,US,1615327517
Kulunda,52.566,78.9385,7.09,95,85,6.4,RU,1615327465
Mossamedes,-15.1961,12.1522,75.85,74,67,5.17,AO,1615327580
Zyryanka,65.75,150.85,-14.42,81,0,15.77,RU,1615327748
Ossora,59.2353,163.0719,-7.92,82,98,0.56,RU,1615327748
Kenai,60.5544,-151.2583,33.8,80,90,6.91,US,1615327586
Harper,4.375,-7.7169,79.86,86,100,7.14,LR,1615327749
Porkhov,57.765,29.5561,17.6,93,100,8.95,RU,1615327749
Yumen,40.2833,97.2,36.01,71,0,5.75,CN,1615327749
Makokou,0.5738,12.8642,71.33,94,85,1.77,GA,1615327750
Trofors,65.5333,13.4063,15.8,86,0,3.44,NO,1615327750
Warrnambool,-38.3833,142.4833,57.0,96,38,5.46,AU,1615327750
Athabasca,54.7169,-113.2854,28.4,100,100,9.22,CA,1615327751
Sioux Lookout,50.1001,-91.917,53.6,43,90,13.8,CA,1615327624
Bousso,10.4795,16.7117,82.72,15,0,3.89,TD,1615327751
Rundu,-17.9333,19.7667,68.34,60,9,3.27,NA,1615327751
Berezhany,49.45,24.9333,23.97,94,98,4.56,UA,1615327752
Santa Rosalía,27.3167,-112.2833,72.28,31,95,2.51,MX,1615327752
Jardim,-21.4803,-56.1381,75.25,58,0,2.42,BR,1615327752
Muscat,23.6139,58.5922,73.4,28,0,3.44,OM,1615327753
Laredo,27.5064,-99.5075,82.4,42,40,24.16,US,1615327731
Turan,16.0678,108.2208,73.4,94,20,2.3,VN,1615327753
Darnah,32.767,22.6367,60.53,79,0,15.43,LY,1615327753
Tianpeng,30.9866,103.9393,54.0,1,100,4.5,CN,1615327754
Rocha,-34.4833,-54.3333,63.75,82,41,6.26,UY,1615327754
Dukat,62.55,155.55,-14.64,79,16,4.41,RU,1615327754
Chengzhong,30.95,113.55,48.2,87,75,2.24,CN,1615327755
Strängnäs,59.3774,17.0312,27.0,80,90,9.22,SE,1615327755
Folldal,62.1325,9.9968,18.1,93,57,8.59,NO,1615327755
Guisa,20.255,-76.5386,77.0,65,40,14.97,CU,1615327756
Keetmanshoop,-26.5833,18.1333,73.4,23,0,8.05,NA,1615327756
Sabang,5.8933,95.3214,82.49,73,90,16.04,ID,1615327756
