City,Latitude,Longitude,Max Temperature,Humidity,Cloud Cover,Wind Speed,Country,Date Time
Shirokiy,49.758,129.523,-14.21,82,42,16.17,RU,1614899463
Şırnak,37.5228,42.4594,34.16,99,100,7.49,TR,1614899464
Pustoshka,56.3355,29.369,21.85,95,8,5.28,RU,1614899464
Thinadhoo,0.5333,72.9333,81.7,73,17,9.46,MV,1614899466
Ariquemes,-9.9133,-63.0408,74.89,97,99,1.86,BR,1614899467
Chapais,49.7834,-74.8492,3.2,72,90,16.11,CA,1614899468
Cortez,37.3489,-108.5859,46.4,42,75,13.8,US,1614899470
Mananjary,-21.2167,48.3333,74.57,87,100,8.37,MG,1614899471
Casper,42.8666,-106.3131,53.6,24,1,9.22,US,1614899472
Raja,8.4596,25.678,74.44,19,15,6.44,SS,1614899474
Weilerswist,50.7667,6.8333,37.99,93,75,10.36,DE,1614899475
Abancay,-13.6339,-72.8814,63.09,65,93,3.85,PE,1614899476
Nantucket,41.2835,-70.0995,34.0,79,25,26.13,US,1614899477
Jimo,36.3897,120.4622,46.0,81,0,2.24,CN,1614899477
Manbij,36.5281,37.9549,44.6,70,0,10.36,SY,1614899479
Damaturu,11.747,11.9608,74.14,18,0,10.04,NG,1614899481
Salinópolis,-0.6136,-47.3561,79.2,83,100,8.14,BR,1614899482
Zhuhai,22.2769,113.5678,68.0,94,40,6.91,CN,1614899483
Snyder,32.7179,-100.9176,84.2,13,1,25.32,US,1614899484
Kawalu,-7.3817,108.2082,72.68,86,100,1.45,ID,1614899484
Shingū,33.7333,135.9833,55.4,71,75,11.5,JP,1614899486
Moa,20.6569,-74.9403,76.19,78,72,7.72,CU,1614899488
Cockburn Town,21.4612,-71.1419,78.8,73,20,8.05,TC,1614899489
Korhogo,9.45,-5.6333,82.11,46,26,5.5,CI,1614899489
Codrington,-38.2667,141.9667,57.94,64,93,12.03,AU,1614899491
Kapit,2.0167,112.9333,72.77,95,100,1.74,MY,1614899491
Carauari,-4.8828,-66.8958,75.6,94,94,2.53,BR,1614899493
Ippy,6.2679,21.2247,75.4,23,0,2.39,CF,1614899493
Río Gallegos,-51.6226,-69.2181,60.8,33,0,11.5,AR,1614899494
Fairbanks,64.8378,-147.7164,10.0,72,1,3.44,US,1614899497
Rodolfo Sánchez Taboada,31.7167,-116.5667,62.01,77,64,3.0,MX,1614899294
Pascagoula,30.3658,-88.5561,64.4,45,1,8.05,US,1614899497
Goderich,43.7501,-81.7165,21.2,73,0,16.11,CA,1614899498
Kourou,5.1552,-52.6478,79.0,89,75,6.91,GF,1614899500
Talara,-4.5772,-81.2719,78.04,72,24,6.67,PE,1614899501
Mobara,35.4167,140.3,51.8,87,75,3.44,JP,1614899501
Ossora,59.2353,163.0719,-12.48,81,0,7.14,RU,1614899502
Tautira,-17.7333,-149.15,86.0,70,75,5.75,PF,1614899502
Grodzisk Wielkopolski,52.2276,16.3653,37.0,83,100,11.23,PL,1614899503
Birobidzhan,48.8,132.95,17.96,95,100,9.51,RU,1614899504
Collierville,35.042,-89.6645,71.6,18,1,4.61,US,1614899504
Makkah al Mukarramah,21.4267,39.8261,67.75,52,0,7.87,SA,1614899507
Ust-Maya,60.4167,134.5333,-33.75,81,79,4.65,RU,1614899508
Narsaq,60.9167,-46.05,51.8,28,75,26.46,GL,1614899510
Jalpan,21.2333,-99.4833,82.58,38,62,6.2,MX,1614899512
Ruteng,-8.6136,120.4721,64.67,97,76,0.56,ID,1614899360
Vazante,-17.9869,-46.9078,71.06,80,100,2.08,BR,1614899512
Bonthe,7.5264,-12.505,78.94,87,15,8.43,SL,1614899514
Piedras Negras,28.7,-100.5167,80.01,41,40,18.41,MX,1614899515
Samandağ,36.0842,35.9771,55.4,76,0,13.8,TR,1614899518
Sītāmau,24.0167,75.35,67.78,25,2,5.68,IN,1614899522
Constitución,-35.3333,-72.4167,65.28,68,1,15.14,CL,1614899523
Danané,7.2596,-8.155,72.95,96,100,2.39,CI,1614899524
Tarko-Sale,64.9225,77.785,14.45,96,100,13.85,RU,1614899526
Departamento de Maldonado,-34.6667,-54.9167,73.0,92,100,6.15,UY,1614899528
Gisborne,-38.6533,178.0042,75.0,51,2,5.01,NZ,1614899529
Olafsvik,64.8945,-23.7142,41.13,83,99,12.59,IS,1614899530
Betsiamites,48.9413,-68.646,14.0,57,75,14.97,CA,1614899532
Alofi,-19.0595,-169.9187,84.2,74,75,8.05,NU,1614899535
Ibrā’,22.6906,58.5334,67.84,39,0,1.57,OM,1614899536
Vung Tau,10.346,107.0843,77.02,76,0,20.09,VN,1614899284
Yuancheng,36.652,107.7896,39.13,73,95,5.12,CN,1614899537
Price,39.5994,-110.8107,50.0,40,1,16.11,US,1614899539
Pedernales,18.0384,-71.744,76.6,70,27,2.89,DO,1614899540
Altamira,-3.2033,-52.2064,77.47,80,79,3.0,BR,1614899542
Luanda,-8.8368,13.2343,80.6,83,75,8.05,AO,1614899543
Zaysan,47.4667,84.8667,12.25,92,77,1.59,KZ,1614899544
Sola,-13.8833,167.55,79.7,86,100,25.61,VU,1614899546
Bowen,-20.0167,148.2333,78.8,73,40,11.5,AU,1614899548
San-Pédro,4.7485,-6.6363,78.78,88,47,8.86,CI,1614899550
Santa Rosa,14.3122,121.1114,81.0,78,20,3.44,PH,1614899552
Novobirilyussy,56.9514,90.6661,23.27,97,100,10.54,RU,1614899553
Saint-Joseph,-21.3667,55.6167,77.0,78,0,6.91,RE,1614899554
Raton,36.9034,-104.4391,46.4,34,20,25.32,US,1614899556
Astara,38.5,48.6667,44.6,100,90,1.5,AZ,1614899556
Yelizovo,53.1873,158.3805,26.6,80,75,2.24,RU,1614899472
Havelock,34.8791,-76.9013,62.6,29,1,11.5,US,1614899558
Rincon,32.296,-81.2354,69.8,26,1,6.91,US,1614899558
Flinders,-34.5833,150.8552,73.0,68,1,8.99,AU,1614899560
Turka,49.1541,23.0297,42.01,82,100,4.14,UA,1614899561
Batagay-Alyta,67.8006,130.4114,-22.7,77,98,3.74,RU,1614899562
Gouyave,12.1646,-61.7296,78.8,83,40,20.71,GD,1614899565
Tiarei,-17.5333,-149.3333,86.0,70,75,5.75,PF,1614899566
General Roca,-39.0333,-67.5833,73.4,60,0,5.75,AR,1614899308
Puerto Escondido,15.85,-97.0667,84.2,70,20,6.91,MX,1614899412
Karaton,-6.3424,106.1045,81.0,83,20,5.75,ID,1614899567
Burnie,-41.0667,145.9167,55.99,53,0,15.99,AU,1614899567
Rawson,-43.3002,-65.1023,60.76,77,8,9.71,AR,1614899568
Luba,3.4568,8.5547,78.8,89,20,4.61,GQ,1614899570
Foso,5.7012,-1.2866,76.44,93,85,5.82,GH,1614899571
Nehe,48.4833,124.8333,-6.83,82,0,10.45,CN,1614899573
Mahon,39.8885,4.2658,48.2,87,0,4.61,ES,1614899473
San Rafael,-34.6177,-68.3301,86.14,28,36,11.05,AR,1614899574
Kumul,42.8,93.45,33.3,73,75,7.58,CN,1614899574
Taft,31.7471,54.2088,57.2,35,40,4.61,IR,1614899576
Gigmoto,13.7796,124.39,78.48,78,24,9.44,PH,1614899577
Peniche,39.3558,-9.3811,57.0,88,100,8.01,PT,1614899560
Mehamn,71.0357,27.8492,24.8,80,90,26.46,NO,1614899579
Nagato,34.3833,131.2,53.6,100,75,6.91,JP,1614899580
Yuzhnyy,53.2542,83.6936,19.4,58,0,11.18,RU,1614899583
Fare,-16.7,-151.0167,80.53,81,97,9.6,PF,1614899584
Zaporizhia,47.8167,35.1833,39.2,87,90,11.18,UA,1614899584
Saint-Pierre,-21.3393,55.4781,77.0,78,0,6.91,RE,1614899588
Alexandria,31.2156,29.9553,57.2,72,40,4.61,EG,1614899346
Gijang,35.2442,129.2139,46.4,87,75,6.91,KR,1614899588
Bayan,46.0833,127.4,3.15,90,100,17.74,CN,1614899590
Whitehorse,60.7161,-135.0538,26.01,68,20,2.89,CA,1614899495
Luganville,-15.5333,167.1667,73.98,91,100,7.43,VU,1614899591
Silchar,24.8167,92.8,57.99,51,0,2.89,IN,1614899594
Lavrentiya,65.5833,-171.0,5.4,93,100,23.8,RU,1614899595
Yulara,-25.2406,130.9889,80.6,18,25,12.66,AU,1614899596
Zyryanka,65.75,150.85,-12.44,87,100,30.74,RU,1614899597
Okha,53.5739,142.9478,-6.3,90,100,9.28,RU,1614899600
Lobito,-12.3481,13.5456,76.69,82,46,1.34,AO,1614899602
Nueve de Julio,-35.4444,-60.8831,82.0,48,16,1.99,AR,1614899604
Pacific Grove,36.6177,-121.9166,60.8,59,1,10.36,US,1614899604
Kupang,-10.1667,123.5833,75.2,100,20,1.14,ID,1614899606
Matadi,-5.8167,13.45,78.6,90,100,2.75,CD,1614899607
Ponta Delgada,37.7333,-25.6667,55.4,76,20,11.5,PT,1614899609
La Orilla,17.9833,-102.2333,79.72,62,22,10.02,MX,1614899611
Kloulklubed,7.0419,134.2556,82.4,74,75,13.8,PW,1614899613
Praia,14.9215,-23.5087,68.0,77,20,20.71,CV,1614899615
Zhezkazgan,47.8043,67.7144,13.14,95,5,12.26,KZ,1614899618
Noumea,-22.2763,166.4572,84.2,58,0,3.44,NC,1614899338
Akşehir,38.3575,31.4164,37.06,70,0,2.59,TR,1614899620
Yamada,39.4667,141.95,47.98,76,85,8.59,JP,1614899621
Lakes Entrance,-37.8811,147.981,61.0,58,98,3.0,AU,1614899624
Arrondissement de Parthenay,46.6667,-0.4167,45.0,81,56,7.92,FR,1614899625
Kisi,9.0833,3.85,78.76,17,55,1.34,NG,1614899626
Xinzhou,38.4092,112.7333,41.14,65,5,0.98,CN,1614899627
Lovington,32.944,-103.3485,72.0,9,0,8.01,US,1614899404
Tianguá,-3.7322,-40.9917,67.51,97,100,1.54,BR,1614899627
Rome,43.2128,-75.4557,23.0,53,1,17.27,US,1614899564
Tegul'det,57.3064,88.1667,24.64,96,100,11.03,RU,1614899629
Tapes,-30.6733,-51.3958,74.88,86,100,2.77,BR,1614899629
Dalbandin,28.8947,64.4101,63.68,28,0,6.55,PK,1614899631
Smithers,54.7804,-127.1743,46.4,42,75,6.91,CA,1614899474
North Bend,43.4065,-124.2243,55.4,67,90,10.36,US,1614899633
San Antonio Palopó,14.7,-91.1167,68.0,56,0,6.91,GT,1614899635
Jiazi,22.8779,116.067,64.2,92,59,9.17,CN,1614899636
Mabaruma,8.2,-59.7833,73.87,93,65,4.36,GY,1614899637
Brae,60.3964,-1.353,35.6,64,90,2.3,GB,1614899640
Ust-Kuyga,70.0167,135.6,-20.96,85,100,3.18,RU,1614899642
Lüderitz,-26.6481,15.1594,69.84,59,0,15.21,NA,1614899644
Makakilo City,21.3469,-158.0858,80.6,47,40,9.22,US,1614899644
Birao,10.2849,22.7882,79.86,16,4,14.2,CF,1614899645
Opuwo,-18.0607,13.84,69.89,46,21,4.07,NA,1614899645
Caucayá,-0.1934,-74.7819,77.31,87,65,2.73,CO,1614899646
Lipin Bor,60.2622,37.9763,8.17,96,48,5.66,RU,1614899647
Puerto Ayacucho,5.6639,-67.6236,82.47,60,96,4.7,VE,1614899648
Ngunguru,-35.6167,174.5,69.71,64,0,6.89,NZ,1614899650
Aktau,43.65,51.2,28.4,93,0,8.95,KZ,1614899652
Acaraú,-2.8856,-40.12,80.49,76,96,12.77,BR,1614899457
Launceston,-41.45,147.1667,59.0,44,75,10.36,AU,1614899654
Torremolinos,36.6204,-4.4998,57.2,88,75,11.5,ES,1614899655
Lubao,14.9167,120.55,73.4,88,40,2.3,PH,1614899657
Tiszakeszi,47.7833,21.0,41.0,81,100,4.61,HU,1614899658
Lorengau,-2.0226,147.2712,83.57,76,98,9.93,PG,1614899659
Cananéia,-25.0147,-47.9267,77.27,80,100,4.74,BR,1614899661
Reserva,-24.6503,-50.8506,63.9,100,100,2.71,BR,1614899661
Natchez,31.5604,-91.4032,68.0,37,1,2.46,US,1614899415
Evensk,61.95,159.2333,-20.24,74,100,7.96,RU,1614899662
Druzhba,52.0428,33.9453,28.35,98,96,8.55,UA,1614899663
Susanville,40.4163,-120.653,59.0,14,1,11.5,US,1614899592
Tateyama,34.9833,139.8667,52.0,71,96,4.0,JP,1614899665
Aripuanã,-9.1667,-60.6333,72.88,95,100,0.4,BR,1614899666
Ulladulla,-35.35,150.4667,69.8,64,0,15.35,AU,1614899667
Capua,41.0997,14.2201,51.01,93,20,0.83,IT,1614899668
Tres Arroyos,-38.3739,-60.2798,64.92,85,31,12.75,AR,1614899670
Kamina,-8.7386,24.9906,63.97,97,81,0.78,CD,1614899672
Tsimlyansk,47.6461,42.1019,35.06,88,39,18.39,RU,1614899676
Lota,-37.0833,-73.1667,66.2,72,0,16.11,CL,1614899678
Pangody,65.85,74.4859,12.49,96,98,10.42,RU,1614899678
Vypolzovo,57.8767,33.6986,21.33,97,84,4.92,RU,1614899679
Corrales,35.2378,-106.6067,57.0,26,75,18.41,US,1614899680
Banes,20.9625,-75.7186,86.0,42,20,5.75,CU,1614899545
Zelenogorskiy,55.0333,87.0,23.0,63,0,13.42,RU,1614899682
Pakokku,21.3333,95.1,67.21,45,3,1.7,MM,1614899683
Tabou,4.423,-7.3528,78.87,88,52,8.68,CI,1614899685
Itapuí,-22.2333,-48.7192,68.0,97,100,3.0,BR,1614899685
Alice Town,25.7167,-79.3,70.93,74,44,13.62,BS,1614899687
Nanga Eboko,4.6833,12.3667,71.91,59,46,3.6,CM,1614899689
Ilulissat,69.2167,-51.1,15.8,79,20,1.14,GL,1614899691
Dhidhdhoo,6.8833,73.1,82.18,74,0,11.36,MV,1614899692
Sundsvall,62.3913,17.3063,28.99,68,20,12.66,SE,1614899694
Nässjö,57.6531,14.6968,24.8,74,0,3.44,SE,1614899515
Punta Alta,-38.8759,-62.0736,65.41,82,35,16.78,AR,1614899694
Izhma,65.0083,53.9113,2.59,94,96,4.5,RU,1614899697
Chicama,-7.8447,-79.1469,73.4,88,75,13.8,PE,1614899699
Sari,36.5633,53.0601,43.36,87,39,1.52,IR,1614899462
College,64.8569,-147.8028,9.0,66,1,3.0,US,1614899701
Watertown,42.3709,-71.1828,34.0,34,1,17.27,US,1614899575
Necochea,-38.5473,-58.7368,66.99,88,46,7.0,AR,1614899703
Koshurnikovo,54.1667,93.3,7.63,94,100,3.6,RU,1614899707
Norden,53.6,7.2,36.0,74,38,1.99,DE,1614899708
Carazinho,-28.2839,-52.7864,65.93,98,100,3.78,BR,1614899711
Pangnirtung,66.1451,-65.7125,10.4,61,75,14.97,CA,1614899521
